矩阵大小,列访问时间(ms),列StdDev,行访问时间(ms),行StdDev,加速比,内存占用(KB),L1缓存倍数,L2缓存倍数,L3缓存倍数
694,0.57387,0.03387,0.12877,0.00800,4.457,3768.20,78.50,1.84,0.12
695,0.57903,0.05260,0.15280,0.04020,3.789,3779.06,78.73,1.85,0.12
696,0.60883,0.03910,0.13313,0.02070,4.573,3789.94,78.96,1.85,0.12
697,0.56633,0.02449,0.13353,0.00720,4.241,3800.83,79.18,1.86,0.12
698,0.56543,0.02008,0.13047,0.01103,4.334,3811.73,79.41,1.86,0.12
699,0.58943,0.10394,0.13243,0.00718,4.451,3822.66,79.64,1.87,0.12
700,0.56573,0.01545,0.13083,0.00894,4.324,3833.59,79.87,1.87,0.12
701,0.57137,0.02032,0.14040,0.03233,4.070,3844.55,80.09,1.88,0.13
702,0.57943,0.04847,0.13223,0.01056,4.382,3855.52,80.32,1.88,0.13
703,0.75437,0.77058,0.17693,0.05369,4.264,3866.50,80.55,1.89,0.13
704,0.72963,0.08357,0.13330,0.01441,5.474,3877.50,80.78,1.89,0.13
705,0.60357,0.05176,0.14150,0.01030,4.265,3888.52,81.01,1.90,0.13
706,0.58537,0.02555,0.13717,0.01179,4.268,3899.55,81.24,1.90,0.13
707,0.58903,0.01821,0.14573,0.02968,4.042,3910.59,81.47,1.91,0.13
708,0.58590,0.01742,0.13427,0.01434,4.364,3921.66,81.70,1.91,0.13
709,0.59680,0.02810,0.14417,0.01240,4.140,3932.73,81.93,1.92,0.13
710,0.58767,0.02893,0.13847,0.00990,4.244,3943.83,82.16,1.93,0.13
711,0.59330,0.02344,0.15750,0.03606,3.767,3954.94,82.39,1.93,0.13
712,0.63167,0.04205,0.13223,0.00959,4.777,3966.06,82.63,1.94,0.13
713,0.63330,0.05052,0.14190,0.00732,4.463,3977.20,82.86,1.94,0.13
714,0.85963,1.01171,0.18090,0.10564,4.752,3988.36,83.09,1.95,0.13
715,0.60473,0.02742,0.14647,0.03143,4.129,3999.53,83.32,1.95,0.13
716,0.59527,0.01671,0.13707,0.00869,4.343,4010.72,83.56,1.96,0.13
717,0.59870,0.02115,0.14190,0.00792,4.219,4021.92,83.79,1.96,0.13
718,0.59637,0.02281,0.13773,0.00758,4.330,4033.14,84.02,1.97,0.13
719,0.61630,0.07071,0.15133,0.05435,4.072,4044.38,84.26,1.97,0.13
720,0.74507,0.03268,0.14947,0.02971,4.985,4055.62,84.49,1.98,0.13
721,0.60777,0.02206,0.14207,0.00691,4.278,4066.89,84.73,1.99,0.13
722,0.62267,0.11807,0.13820,0.00699,4.506,4078.17,84.96,1.99,0.13
723,0.61250,0.02407,0.14953,0.02794,4.096,4089.47,85.20,2.00,0.13
724,0.64220,0.05818,0.14217,0.01160,4.517,4100.78,85.43,2.00,0.13
725,0.62360,0.02553,0.15363,0.02155,4.059,4112.11,85.67,2.01,0.13
726,0.63590,0.04722,0.16987,0.04217,3.744,4123.45,85.91,2.01,0.13
727,0.68117,0.09050,0.14887,0.01746,4.576,4134.81,86.14,2.02,0.13
728,0.76167,0.33031,0.16493,0.07040,4.618,4146.19,86.38,2.02,0.13
729,0.63920,0.05349,0.15283,0.01079,4.182,4157.58,86.62,2.03,0.14
730,0.62873,0.02459,0.14550,0.01780,4.321,4168.98,86.85,2.04,0.14
731,0.63547,0.02696,0.14753,0.00872,4.307,4180.41,87.09,2.04,0.14
732,0.66137,0.09302,0.14657,0.01364,4.512,4191.84,87.33,2.05,0.14
733,0.73790,0.16210,0.16693,0.04136,4.420,4203.30,87.57,2.05,0.14
734,0.64327,0.06339,0.14897,0.02713,4.318,4214.77,87.81,2.06,0.14
735,0.64767,0.03450,0.15090,0.01733,4.292,4226.25,88.05,2.06,0.14
736,0.79250,0.03804,0.15080,0.01533,5.255,4237.75,88.29,2.07,0.14
737,0.65953,0.04701,0.14933,0.00966,4.417,4249.27,88.53,2.07,0.14
738,0.63103,0.01539,0.14807,0.02150,4.262,4260.80,88.77,2.08,0.14
739,0.67430,0.06110,0.18377,0.05777,3.669,4272.34,89.01,2.09,0.14
740,0.65687,0.03594,0.15313,0.02836,4.290,4283.91,89.25,2.09,0.14
741,0.67107,0.03399,0.16597,0.02963,4.043,4295.48,89.49,2.10,0.14
742,0.66920,0.05913,0.14790,0.01121,4.525,4307.08,89.73,2.10,0.14
743,0.66217,0.05644,0.15970,0.02716,4.146,4318.69,89.97,2.11,0.14
744,0.70783,0.04896,0.16940,0.04959,4.178,4330.31,90.21,2.11,0.14
745,0.65813,0.04244,0.15503,0.01091,4.245,4341.95,90.46,2.12,0.14
746,0.68323,0.07595,0.14770,0.01026,4.626,4353.61,90.70,2.13,0.14
747,0.66473,0.03354,0.16293,0.02268,4.080,4365.28,90.94,2.13,0.14
748,0.66117,0.02184,0.15323,0.01461,4.315,4376.97,91.19,2.14,0.14
749,0.70463,0.12078,0.16530,0.02649,4.263,4388.67,91.43,2.14,0.14
750,0.67523,0.04132,0.16100,0.02323,4.194,4400.39,91.67,2.15,0.14
751,0.69213,0.04845,0.16667,0.02569,4.153,4412.12,91.92,2.15,0.14
752,0.85807,0.08641,0.15393,0.01695,5.574,4423.88,92.16,2.16,0.14
753,0.70483,0.08546,0.15590,0.00704,4.521,4435.64,92.41,2.17,0.14
754,0.69210,0.05012,0.15437,0.01240,4.483,4447.42,92.65,2.17,0.14
755,0.68120,0.03504,0.16587,0.02663,4.107,4459.22,92.90,2.18,0.15
756,0.68900,0.04055,0.15310,0.01363,4.500,4471.03,93.15,2.18,0.15
757,0.73230,0.11591,0.15803,0.02078,4.634,4482.86,93.39,2.19,0.15
758,0.70167,0.05150,0.15640,0.01504,4.486,4494.70,93.64,2.19,0.15
759,0.70393,0.04612,0.17767,0.03253,3.962,4506.56,93.89,2.20,0.15
760,0.82160,0.23311,0.15153,0.00948,5.422,4518.44,94.13,2.21,0.15
761,0.69113,0.02618,0.17827,0.03235,3.877,4530.33,94.38,2.21,0.15
762,0.70337,0.05942,0.15773,0.02536,4.459,4542.23,94.63,2.22,0.15
763,0.69593,0.03765,0.15443,0.00808,4.506,4554.16,94.88,2.22,0.15
764,0.73900,0.08114,0.18767,0.06810,3.938,4566.09,95.13,2.23,0.15
765,0.75647,0.08433,0.15770,0.01553,4.797,4578.05,95.38,2.24,0.15
766,0.73987,0.04990,0.17340,0.02934,4.267,4590.02,95.63,2.24,0.15
767,0.82630,0.18755,0.23850,0.13205,3.465,4602.00,95.88,2.25,0.15
768,1.47650,0.70945,0.18533,0.06694,7.967,4614.00,96.12,2.25,0.15
769,1.05730,0.54389,0.18737,0.05772,5.643,4626.02,96.38,2.26,0.15
770,0.72703,0.03771,0.15927,0.01130,4.565,4638.05,96.63,2.26,0.15
771,0.74550,0.06925,0.17387,0.02928,4.288,4650.09,96.88,2.27,0.15
772,0.75380,0.05238,0.17240,0.03661,4.372,4662.16,97.13,2.28,0.15
773,0.73297,0.03697,0.17547,0.02452,4.177,4674.23,97.38,2.28,0.15
774,0.74930,0.04271,0.17813,0.03080,4.206,4686.33,97.63,2.29,0.15
775,0.74923,0.05296,0.17897,0.03132,4.186,4698.44,97.88,2.29,0.15
776,0.78723,0.06244,0.18613,0.03846,4.229,4710.56,98.14,2.30,0.15
777,0.77907,0.09748,0.17460,0.02872,4.462,4722.70,98.39,2.31,0.15
778,0.76557,0.05897,0.17980,0.05207,4.258,4734.86,98.64,2.31,0.15
779,0.80233,0.08945,0.17277,0.03673,4.644,4747.03,98.90,2.32,0.15
780,0.77240,0.06198,0.17597,0.03585,4.389,4759.22,99.15,2.32,0.15
781,0.73540,0.04067,0.16580,0.02095,4.435,4771.42,99.40,2.33,0.16
782,0.74687,0.05068,0.21037,0.07828,3.550,4783.64,99.66,2.34,0.16
783,0.74480,0.03871,0.16593,0.01559,4.489,4795.88,99.91,2.34,0.16
784,0.89807,0.02976,0.17060,0.01983,5.264,4808.12,100.17,2.35,0.16
785,0.73933,0.04239,0.18470,0.03667,4.003,4820.39,100.42,2.35,0.16
786,0.81200,0.08085,0.18790,0.04734,4.321,4832.67,100.68,2.36,0.16
787,0.85697,0.11644,0.18643,0.02902,4.597,4844.97,100.94,2.37,0.16
788,0.81267,0.11305,0.20977,0.07886,3.874,4857.28,101.19,2.37,0.16
789,0.79080,0.05539,0.17400,0.02088,4.545,4869.61,101.45,2.38,0.16
790,0.77177,0.05517,0.17997,0.02513,4.288,4881.95,101.71,2.38,0.16
791,0.85900,0.14866,0.26927,0.33123,3.190,4894.31,101.96,2.39,0.16
792,0.82577,0.05151,0.18337,0.03392,4.503,4906.69,102.22,2.40,0.16
793,0.77820,0.04133,0.18663,0.03468,4.170,4919.08,102.48,2.40,0.16
794,0.80210,0.04887,0.17323,0.02277,4.630,4931.48,102.74,2.41,0.16
795,0.89540,0.21023,0.17500,0.01403,5.117,4943.91,103.00,2.41,0.16
796,0.79523,0.08224,0.18013,0.04543,4.415,4956.34,103.26,2.42,0.16
797,0.77740,0.04239,0.18230,0.01679,4.264,4968.80,103.52,2.43,0.16
798,0.79383,0.06044,0.19070,0.03621,4.163,4981.27,103.78,2.43,0.16
799,0.80540,0.08303,0.19097,0.05177,4.217,4993.75,104.04,2.44,0.16
800,0.97943,0.07618,0.18947,0.03661,5.169,5006.25,104.30,2.44,0.16
801,0.81397,0.05353,0.18713,0.02387,4.350,5018.77,104.56,2.45,0.16
802,0.79140,0.04871,0.17463,0.01858,4.532,5031.30,104.82,2.46,0.16
803,0.79710,0.06867,0.20010,0.04789,3.984,5043.84,105.08,2.46,0.16
804,0.81753,0.06239,0.18323,0.02288,4.462,5056.41,105.34,2.47,0.16
805,0.81587,0.04799,0.18750,0.03657,4.351,5068.98,105.60,2.48,0.17
806,0.79543,0.05194,0.20377,0.05359,3.904,5081.58,105.87,2.48,0.17
807,0.82663,0.06074,0.19783,0.03796,4.178,5094.19,106.13,2.49,0.17
808,0.87777,0.06602,0.17687,0.01841,4.963,5106.81,106.39,2.49,0.17
809,0.84297,0.05675,0.22163,0.10953,3.803,5119.45,106.66,2.50,0.17
810,0.90323,0.14631,0.18607,0.02984,4.854,5132.11,106.92,2.51,0.17
811,0.86467,0.09877,0.19110,0.04541,4.525,5144.78,107.18,2.51,0.17
812,0.83673,0.06724,0.23670,0.12591,3.535,5157.47,107.45,2.52,0.17
813,0.81073,0.04612,0.18633,0.02066,4.351,5170.17,107.71,2.52,0.17
814,0.82810,0.04896,0.17683,0.00908,4.683,5182.89,107.98,2.53,0.17
815,0.81723,0.04440,0.18523,0.02651,4.412,5195.62,108.24,2.54,0.17
816,0.97770,0.05549,0.17983,0.01613,5.437,5208.38,108.51,2.54,0.17
817,0.81687,0.04187,0.20737,0.04010,3.939,5221.14,108.77,2.55,0.17
818,0.84443,0.06013,0.22537,0.06800,3.747,5233.92,109.04,2.56,0.17
819,0.87480,0.06562,0.20517,0.03602,4.264,5246.72,109.31,2.56,0.17
820,0.87730,0.08943,0.19063,0.02393,4.602,5259.53,109.57,2.57,0.17
821,0.90967,0.20836,0.22623,0.06737,4.021,5272.36,109.84,2.57,0.17
822,0.92323,0.13196,0.19787,0.04007,4.666,5285.20,110.11,2.58,0.17
823,0.89680,0.15984,0.19850,0.04208,4.518,5298.06,110.38,2.59,0.17
824,0.92380,0.04818,0.18910,0.01880,4.885,5310.94,110.64,2.59,0.17
825,0.90647,0.10193,0.18310,0.01952,4.951,5323.83,110.91,2.60,0.17
826,0.91443,0.15802,0.17980,0.02836,5.086,5336.73,111.18,2.61,0.17
827,0.87747,0.04321,0.20043,0.03716,4.378,5349.66,111.45,2.61,0.17
828,0.86527,0.06707,0.19197,0.03260,4.507,5362.59,111.72,2.62,0.17
829,0.86003,0.04746,0.19087,0.01333,4.506,5375.55,111.99,2.62,0.17
830,0.83667,0.03384,0.18603,0.01606,4.497,5388.52,112.26,2.63,0.18
831,0.87230,0.04663,0.19820,0.03095,4.401,5401.50,112.53,2.64,0.18
832,1.09200,0.08665,0.19280,0.02947,5.664,5414.50,112.80,2.64,0.18
833,0.89940,0.11472,0.19927,0.02553,4.514,5427.52,113.07,2.65,0.18
834,0.88230,0.06418,0.19747,0.02673,4.468,5440.55,113.34,2.66,0.18
835,0.94490,0.21278,0.18503,0.01397,5.107,5453.59,113.62,2.66,0.18
836,0.87880,0.07223,0.21477,0.03005,4.092,5466.66,113.89,2.67,0.18
837,0.87033,0.04138,0.20203,0.02174,4.308,5479.73,114.16,2.68,0.18
838,0.86297,0.04350,0.20067,0.02867,4.300,5492.83,114.43,2.68,0.18
839,0.89053,0.06214,0.21440,0.03461,4.154,5505.94,114.71,2.69,0.18
840,0.93953,0.05861,0.21607,0.03162,4.348,5519.06,114.98,2.69,0.18
841,0.92037,0.07854,0.20947,0.02850,4.394,5532.20,115.25,2.70,0.18
842,0.90120,0.06485,0.20210,0.03584,4.459,5545.36,115.53,2.71,0.18
843,0.88070,0.04371,0.21510,0.03462,4.094,5558.53,115.80,2.71,0.18
844,0.86460,0.03616,0.19563,0.02202,4.419,5571.72,116.08,2.72,0.18
845,0.86123,0.04575,0.19730,0.01588,4.365,5584.92,116.35,2.73,0.18
846,0.86650,0.05494,0.19390,0.01849,4.469,5598.14,116.63,2.73,0.18
847,0.84813,0.01959,0.19523,0.01326,4.344,5611.38,116.90,2.74,0.18
848,1.09397,0.07343,0.19607,0.02136,5.580,5624.62,117.18,2.75,0.18
849,0.88360,0.03255,0.20030,0.01189,4.411,5637.89,117.46,2.75,0.18
850,0.86797,0.02475,0.19487,0.01226,4.454,5651.17,117.73,2.76,0.18
851,0.88207,0.03983,0.20060,0.01574,4.397,5664.47,118.01,2.77,0.18
852,0.88820,0.03856,0.69807,1.68061,1.272,5677.78,118.29,2.77,0.18
853,0.91210,0.05803,0.20577,0.02077,4.433,5691.11,118.56,2.78,0.19
854,0.89730,0.04473,0.19423,0.01105,4.620,5704.45,118.84,2.79,0.19
855,0.88477,0.05761,0.23043,0.04087,3.840,5717.81,119.12,2.79,0.19
856,0.96713,0.05342,0.20300,0.02536,4.764,5731.19,119.40,2.80,0.19
857,0.92100,0.06944,0.20537,0.01804,4.485,5744.58,119.68,2.80,0.19
858,0.87587,0.02629,0.19697,0.01071,4.447,5757.98,119.96,2.81,0.19
859,0.95617,0.34681,0.21860,0.05676,4.374,5771.41,120.24,2.82,0.19
860,0.90987,0.05520,0.22310,0.03478,4.078,5784.84,120.52,2.82,0.19
861,0.92030,0.05513,0.20817,0.02573,4.421,5798.30,120.80,2.83,0.19
862,0.89750,0.03059,0.23967,0.05148,3.745,5811.77,121.08,2.84,0.19
863,0.92577,0.06043,0.20460,0.01456,4.525,5825.25,121.36,2.84,0.19
864,1.10520,0.04383,0.21650,0.03621,5.105,5838.75,121.64,2.85,0.19
865,0.91630,0.05860,0.20570,0.01382,4.455,5852.27,121.92,2.86,0.19
866,0.90493,0.04000,0.21230,0.04332,4.263,5865.80,122.20,2.86,0.19
867,1.00527,0.14683,0.20310,0.00973,4.950,5879.34,122.49,2.87,0.19
868,0.91673,0.04750,0.20190,0.01252,4.541,5892.91,122.77,2.88,0.19
869,0.92147,0.04251,0.21250,0.02387,4.336,5906.48,123.05,2.88,0.19
870,0.91820,0.03909,0.20877,0.01962,4.398,5920.08,123.33,2.89,0.19
871,0.93093,0.04436,0.21447,0.02542,4.341,5933.69,123.62,2.90,0.19
872,1.01487,0.06976,0.20807,0.01909,4.878,5947.31,123.90,2.90,0.19
873,0.96700,0.08233,0.23480,0.03945,4.118,5960.95,124.19,2.91,0.19
874,0.94593,0.05522,0.24070,0.03605,3.930,5974.61,124.47,2.92,0.19
875,0.97720,0.05962,0.21453,0.02066,4.555,5988.28,124.76,2.92,0.19
876,0.92137,0.03795,0.22227,0.04166,4.145,6001.97,125.04,2.93,0.20
877,0.94100,0.05219,0.21890,0.03150,4.299,6015.67,125.33,2.94,0.20
878,0.93137,0.04279,0.21830,0.02053,4.266,6029.39,125.61,2.94,0.20
879,0.97837,0.05761,0.36297,0.50481,2.695,6043.12,125.90,2.95,0.20
880,1.31560,0.34976,0.21120,0.03904,6.229,6056.88,126.18,2.96,0.20
881,1.04210,0.11915,0.21493,0.02087,4.848,6070.64,126.47,2.96,0.20
882,0.96137,0.08960,0.21243,0.01819,4.525,6084.42,126.76,2.97,0.20
883,0.94600,0.02060,0.22143,0.03219,4.272,6098.22,127.05,2.98,0.20
884,0.99867,0.07124,0.21767,0.02788,4.588,6112.03,127.33,2.98,0.20
885,1.00073,0.05267,0.21623,0.01344,4.628,6125.86,127.62,2.99,0.20
886,0.96053,0.04222,0.22410,0.02835,4.286,6139.70,127.91,3.00,0.20
887,1.00017,0.07486,0.22067,0.02820,4.532,6153.56,128.20,3.00,0.20
888,1.02383,0.04093,0.22627,0.03650,4.525,6167.44,128.49,3.01,0.20
889,0.99400,0.04780,0.24180,0.03192,4.111,6181.33,128.78,3.02,0.20
890,1.03643,0.06219,0.22773,0.03909,4.551,6195.23,129.07,3.03,0.20
891,0.97493,0.06157,0.22430,0.02718,4.347,6209.16,129.36,3.03,0.20
892,0.99920,0.09968,0.21690,0.01616,4.607,6223.09,129.65,3.04,0.20
893,0.97363,0.03994,0.22430,0.01786,4.341,6237.05,129.94,3.05,0.20
894,1.06877,0.12439,0.22177,0.03333,4.819,6251.02,130.23,3.05,0.20
895,0.96730,0.04065,0.23007,0.03044,4.204,6265.00,130.52,3.06,0.20
896,1.23407,0.06997,0.22030,0.02694,5.602,6279.00,130.81,3.07,0.20
897,1.04317,0.09531,0.25197,0.06546,4.140,6293.02,131.10,3.07,0.20
898,1.25570,0.46746,0.20720,0.01153,6.060,6307.05,131.40,3.08,0.21
899,0.96930,0.02981,0.22307,0.01467,4.345,6321.09,131.69,3.09,0.21
900,1.03883,0.13738,0.24647,0.04491,4.215,6335.16,131.98,3.09,0.21
901,1.00223,0.04933,0.22920,0.02180,4.373,6349.23,132.28,3.10,0.21
902,1.04357,0.07405,0.25347,0.05275,4.117,6363.33,132.57,3.11,0.21
903,1.02593,0.05881,0.26203,0.05154,3.915,6377.44,132.86,3.11,0.21
904,1.10867,0.07238,0.22147,0.01536,5.006,6391.56,133.16,3.12,0.21
905,1.04773,0.08112,0.23510,0.05672,4.457,6405.70,133.45,3.13,0.21
906,1.00707,0.04508,0.21867,0.01124,4.605,6419.86,133.75,3.13,0.21
907,1.01033,0.04669,0.23917,0.04421,4.224,6434.03,134.04,3.14,0.21
908,1.02560,0.07885,0.33243,0.43152,3.085,6448.22,134.34,3.15,0.21
909,1.36290,1.08051,0.21623,0.01375,6.303,6462.42,134.63,3.16,0.21
910,1.01523,0.03893,0.22133,0.01422,4.587,6476.64,134.93,3.16,0.21
911,1.02180,0.09308,0.25660,0.04281,3.982,6490.88,135.23,3.17,0.21
912,1.31870,0.09670,0.23923,0.03281,5.512,6505.12,135.52,3.18,0.21
913,1.04613,0.04787,0.25710,0.04123,4.069,6519.39,135.82,3.18,0.21
914,1.19363,0.15107,0.22360,0.02949,5.338,6533.67,136.12,3.19,0.21
915,1.17227,0.15737,0.24590,0.03400,4.767,6547.97,136.42,3.20,0.21
916,1.05860,0.06998,0.22760,0.02242,4.651,6562.28,136.71,3.20,0.21
917,1.06473,0.06296,0.25657,0.03692,4.150,6576.61,137.01,3.21,0.21
918,1.06207,0.04022,0.23103,0.02580,4.597,6590.95,137.31,3.22,0.21
919,1.09007,0.07380,0.24590,0.03837,4.433,6605.31,137.61,3.23,0.22
920,1.18667,0.11133,0.25480,0.06034,4.657,6619.69,137.91,3.23,0.22
921,1.10913,0.06065,0.23460,0.02639,4.728,6634.08,138.21,3.24,0.22
922,1.08487,0.05099,0.23253,0.03298,4.665,6648.48,138.51,3.25,0.22
923,1.10607,0.08334,0.25633,0.03868,4.315,6662.91,138.81,3.25,0.22
924,1.33653,0.67893,0.21970,0.03575,6.083,6677.34,139.11,3.26,0.22
925,1.10527,0.09748,0.26507,0.08099,4.170,6691.80,139.41,3.27,0.22
926,1.13467,0.12359,0.24137,0.03721,4.701,6706.27,139.71,3.27,0.22
927,1.07690,0.05494,0.25623,0.04807,4.203,6720.75,140.02,3.28,0.22
928,1.38210,0.11685,0.23923,0.03074,5.777,6735.25,140.32,3.29,0.22
929,1.11090,0.07896,0.23277,0.01237,4.773,6749.77,140.62,3.30,0.22
930,1.12100,0.08829,0.23890,0.03867,4.692,6764.30,140.92,3.30,0.22
931,1.19563,0.14657,0.25110,0.04940,4.762,6778.84,141.23,3.31,0.22
932,1.09233,0.06278,0.24177,0.02854,4.518,6793.41,141.53,3.32,0.22
933,1.08160,0.07508,0.24673,0.02819,4.384,6807.98,141.83,3.32,0.22
934,1.08713,0.06676,0.24327,0.04159,4.469,6822.58,142.14,3.33,0.22
935,1.09173,0.06386,0.26087,0.04576,4.185,6837.19,142.44,3.34,0.22
936,1.19433,0.08286,0.24720,0.04558,4.831,6851.81,142.75,3.35,0.22
937,1.20610,0.14876,0.26240,0.05073,4.596,6866.45,143.05,3.35,0.22
938,1.15930,0.09069,0.23853,0.01970,4.860,6881.11,143.36,3.36,0.22
939,1.11580,0.06040,0.23517,0.01224,4.745,6895.78,143.66,3.37,0.22
940,1.09673,0.06820,0.25080,0.03599,4.373,6910.47,143.97,3.37,0.22
941,1.13057,0.05762,0.25247,0.03208,4.478,6925.17,144.27,3.38,0.23
942,1.10963,0.04946,0.26037,0.03863,4.262,6939.89,144.58,3.39,0.23
943,1.10607,0.07401,0.26357,0.03561,4.197,6954.62,144.89,3.40,0.23
944,1.34400,0.07126,0.24773,0.02597,5.425,6969.38,145.20,3.40,0.23
945,1.11513,0.13690,0.25070,0.03125,4.448,6984.14,145.50,3.41,0.23
946,1.15730,0.07377,0.24257,0.02918,4.771,6998.92,145.81,3.42,0.23
947,1.17883,0.13813,0.26820,0.04889,4.395,7013.72,146.12,3.42,0.23
948,1.14200,0.07078,0.26023,0.05439,4.388,7028.53,146.43,3.43,0.23
949,1.08560,0.02988,0.24767,0.01813,4.383,7043.36,146.74,3.44,0.23
950,1.18023,0.15416,0.24550,0.02445,4.807,7058.20,147.05,3.45,0.23
951,1.12167,0.05661,0.25290,0.04092,4.435,7073.06,147.36,3.45,0.23
952,1.16850,0.04025,0.24333,0.01535,4.802,7087.94,147.67,3.46,0.23
953,1.18147,0.33503,0.25713,0.05103,4.595,7102.83,147.98,3.47,0.23
954,1.35310,0.17478,0.26057,0.04199,5.193,7117.73,148.29,3.48,0.23
955,1.21363,0.15784,0.25767,0.02539,4.710,7132.66,148.60,3.48,0.23
956,1.12917,0.12288,0.28513,0.06402,3.960,7147.59,148.91,3.49,0.23
957,1.20800,0.09591,0.26733,0.03316,4.519,7162.55,149.22,3.50,0.23
958,1.15543,0.07161,0.25497,0.02803,4.532,7177.52,149.53,3.50,0.23
959,1.13787,0.04975,0.25847,0.03284,4.402,7192.50,149.84,3.51,0.23
960,1.43400,0.11357,0.26673,0.03935,5.376,7207.50,150.16,3.52,0.23
961,1.12097,0.04401,0.25483,0.01685,4.399,7222.52,150.47,3.53,0.24
962,1.13823,0.09792,0.25140,0.01482,4.528,7237.55,150.78,3.53,0.24
963,1.14740,0.06957,0.26400,0.02606,4.346,7252.59,151.10,3.54,0.24
964,1.16040,0.05060,0.24917,0.01738,4.657,7267.66,151.41,3.55,0.24
965,1.15357,0.07395,0.26080,0.02664,4.423,7282.73,151.72,3.56,0.24
966,1.15023,0.05723,0.24533,0.01140,4.688,7297.83,152.04,3.56,0.24
967,1.14070,0.03938,0.26183,0.01717,4.357,7312.94,152.35,3.57,0.24
968,1.31990,0.17647,0.25237,0.04607,5.230,7328.06,152.67,3.58,0.24
969,1.15947,0.06826,0.25687,0.01508,4.514,7343.20,152.98,3.59,0.24
970,1.13520,0.03645,0.25407,0.02209,4.468,7358.36,153.30,3.59,0.24
971,1.15600,0.04675,0.27803,0.06071,4.158,7373.53,153.62,3.60,0.24
972,1.17940,0.05009,0.27247,0.05375,4.329,7388.72,153.93,3.61,0.24
973,1.16350,0.06541,0.28737,0.05577,4.049,7403.92,154.25,3.62,0.24
974,1.16947,0.07654,0.26240,0.03206,4.457,7419.14,154.57,3.62,0.24
975,1.17720,0.05571,0.27910,0.04820,4.218,7434.38,154.88,3.63,0.24
976,1.41713,0.04318,0.26470,0.03814,5.354,7449.62,155.20,3.64,0.24
977,1.25937,0.25496,0.28063,0.04086,4.488,7464.89,155.52,3.64,0.24
978,1.18777,0.05398,0.29693,0.05990,4.000,7480.17,155.84,3.65,0.24
979,1.18330,0.05126,0.26493,0.01675,4.466,7495.47,156.16,3.66,0.24
980,1.18963,0.03960,0.26803,0.02829,4.438,7510.78,156.47,3.67,0.24
981,1.20917,0.08319,0.26970,0.03012,4.483,7526.11,156.79,3.67,0.24
982,1.20990,0.10740,0.25927,0.01622,4.667,7541.45,157.11,3.68,0.25
983,1.23520,0.20503,0.27363,0.03956,4.514,7556.81,157.43,3.69,0.25
984,1.28163,0.04572,0.28217,0.04955,4.542,7572.19,157.75,3.70,0.25
985,1.22967,0.05560,0.27643,0.04124,4.448,7587.58,158.07,3.70,0.25
986,1.18960,0.05191,0.25810,0.01436,4.609,7602.98,158.40,3.71,0.25
987,1.22283,0.06455,0.26277,0.01373,4.654,7618.41,158.72,3.72,0.25
988,1.22367,0.07095,0.25660,0.01652,4.769,7633.84,159.04,3.73,0.25
989,1.21070,0.07430,0.28663,0.03637,4.224,7649.30,159.36,3.74,0.25
990,1.24417,0.08696,0.27300,0.04866,4.557,7664.77,159.68,3.74,0.25
991,1.23053,0.07350,0.30443,0.04521,4.042,7680.25,160.01,3.75,0.25
992,1.54700,0.15187,0.26663,0.02279,5.802,7695.75,160.33,3.76,0.25
993,1.22060,0.06546,0.26963,0.01115,4.527,7711.27,160.65,3.77,0.25
994,1.20123,0.04445,0.27863,0.03353,4.311,7726.80,160.97,3.77,0.25
995,1.28483,0.10953,0.26180,0.01129,4.908,7742.34,161.30,3.78,0.25
996,1.21830,0.05833,0.27603,0.03473,4.414,7757.91,161.62,3.79,0.25
997,1.22090,0.04554,0.34480,0.10269,3.541,7773.48,161.95,3.80,0.25
998,1.23677,0.06030,0.25560,0.01204,4.839,7789.08,162.27,3.80,0.25
999,1.21343,0.03299,0.30913,0.08541,3.925,7804.69,162.60,3.81,0.25
1000,1.34837,0.07198,0.27563,0.02633,4.892,7820.31,162.92,3.82,0.25
1001,1.31193,0.12668,0.28883,0.03568,4.542,7835.95,163.25,3.83,0.26
1002,1.38597,0.28097,0.27557,0.04338,5.030,7851.61,163.58,3.83,0.26
1003,1.39503,0.17487,0.28873,0.03237,4.832,7867.28,163.90,3.84,0.26
1004,1.32677,0.12971,0.29747,0.05481,4.460,7882.97,164.23,3.85,0.26
1005,1.29040,0.07297,0.31323,0.05529,4.120,7898.67,164.56,3.86,0.26
1006,1.27470,0.06835,0.25827,0.01294,4.936,7914.39,164.88,3.86,0.26
1007,1.29523,0.11159,0.28023,0.03873,4.622,7930.12,165.21,3.87,0.26
1008,1.53333,0.06357,0.30850,0.07192,4.970,7945.88,165.54,3.88,0.26
1009,1.24813,0.05724,0.28257,0.01768,4.417,7961.64,165.87,3.89,0.26
1010,1.28110,0.08313,0.27387,0.01265,4.678,7977.42,166.20,3.90,0.26
1011,1.26500,0.05812,0.28820,0.02693,4.389,7993.22,166.53,3.90,0.26
1012,1.30037,0.12151,0.28880,0.04422,4.503,8009.03,166.85,3.91,0.26
1013,1.38523,0.38221,0.27640,0.04069,5.012,8024.86,167.18,3.92,0.26
1014,1.30197,0.09462,0.30340,0.07825,4.291,8040.70,167.51,3.93,0.26
1015,1.28303,0.07733,0.31753,0.05328,4.041,8056.56,167.85,3.93,0.26
1016,1.36683,0.05379,0.29527,0.03978,4.629,8072.44,168.18,3.94,0.26
