矩阵大小,列访问时间(ms),列StdDev,行访问时间(ms),行StdDev,加速比,内存占用(KB),L1缓存倍数,L2缓存倍数,L3缓存倍数
3024,89.29000,1.33230,7.35500,0.16026,12.140,71465.62,1488.87,34.90,2.33
3025,101.92633,2.52585,8.93267,0.98766,11.411,71512.89,1489.85,34.92,2.33
3026,94.04033,10.36524,6.96200,0.45722,13.508,71560.17,1490.84,34.94,2.33
3027,90.75433,1.82254,6.45167,0.06680,14.067,71607.47,1491.82,34.96,2.33
3028,78.10567,1.19069,6.12367,0.09242,12.755,71654.78,1492.81,34.99,2.33
3029,93.69700,1.97627,6.22267,0.11806,15.057,71702.11,1493.79,35.01,2.33
3030,87.49967,1.03467,7.06100,0.21496,12.392,71749.45,1494.78,35.03,2.34
3031,95.90200,0.89273,7.39133,0.50337,12.975,71796.81,1495.77,35.06,2.34
3032,83.60700,1.54716,6.13067,0.28054,13.638,71844.19,1496.75,35.08,2.34
3033,93.75800,0.41912,6.85400,0.25107,13.679,71891.58,1497.74,35.10,2.34
3034,91.93533,0.69365,6.50500,0.30118,14.133,71938.98,1498.73,35.13,2.34
3035,106.44100,5.68180,6.88100,0.24397,15.469,71986.41,1499.72,35.15,2.34
3036,83.26233,0.44023,6.48200,0.01143,12.845,72033.84,1500.71,35.17,2.34
3037,101.81500,1.01640,7.06700,0.52495,14.407,72081.30,1501.69,35.20,2.35
3038,85.90200,2.20553,6.22033,0.07026,13.810,72128.77,1502.68,35.22,2.35
3039,100.35833,0.39608,6.34900,0.15109,15.807,72176.25,1503.67,35.24,2.35
3040,92.69233,2.28539,10.31967,0.16763,8.982,72223.75,1504.66,35.27,2.35
3041,107.54400,0.93395,6.71700,0.09236,16.011,72271.27,1505.65,35.29,2.35
3042,90.47000,2.23071,8.29967,0.46448,10.900,72318.80,1506.64,35.31,2.35
3043,107.67500,2.40009,10.31533,0.17795,10.438,72366.34,1507.63,35.34,2.36
3044,91.02367,2.21792,6.24733,0.07588,14.570,72413.91,1508.62,35.36,2.36
3045,110.73533,3.48381,9.91733,0.37925,11.166,72461.48,1509.61,35.38,2.36
3046,104.16300,6.85960,7.48300,0.12580,13.920,72509.08,1510.61,35.40,2.36
3047,111.10833,1.46061,8.51067,0.20099,13.055,72556.69,1511.60,35.43,2.36
3048,84.64733,0.37187,7.02367,0.56418,12.052,72604.31,1512.59,35.45,2.36
3049,115.30033,13.76945,8.77033,0.55625,13.147,72651.95,1513.58,35.47,2.36
3050,93.78867,0.36801,6.83800,0.04950,13.716,72699.61,1514.58,35.50,2.37
3051,107.89000,3.04800,6.77833,0.10302,15.917,72747.28,1515.57,35.52,2.37
3052,87.60400,0.64371,7.99200,0.38877,10.961,72794.97,1516.56,35.54,2.37
3053,108.22167,2.66635,6.57933,0.11778,16.449,72842.67,1517.56,35.57,2.37
3054,95.92300,1.98369,6.89833,0.15736,13.905,72890.39,1518.55,35.59,2.37
3055,109.98700,3.76380,7.87967,0.67094,13.958,72938.12,1519.54,35.61,2.37
3056,100.13000,2.12803,6.97500,0.27954,14.356,72985.88,1520.54,35.64,2.38
3057,108.94700,1.44597,8.65933,0.70692,12.581,73033.64,1521.53,35.66,2.38
3058,96.20800,3.37443,8.73667,0.86105,11.012,73081.42,1522.53,35.68,2.38
3059,107.54567,3.50940,7.74433,0.32924,13.887,73129.22,1523.53,35.71,2.38
3060,87.52800,0.70655,6.74533,0.16131,12.976,73177.03,1524.52,35.73,2.38
3061,105.67233,3.25456,6.59833,0.13040,16.015,73224.86,1525.52,35.75,2.38
3062,95.96500,2.52549,8.33867,0.90675,11.508,73272.70,1526.51,35.78,2.39
3063,107.31933,1.94868,9.26700,1.25047,11.581,73320.56,1527.51,35.80,2.39
3064,85.80833,1.81963,8.17500,0.16688,10.496,73368.44,1528.51,35.82,2.39
3065,104.75467,1.16610,8.19133,0.09746,12.788,73416.33,1529.51,35.85,2.39
3066,97.93067,1.28090,6.75233,0.22183,14.503,73464.23,1530.50,35.87,2.39
3067,110.33467,2.46982,9.90367,0.36949,11.141,73512.16,1531.50,35.89,2.39
3068,87.58800,1.01836,6.95833,0.44241,12.587,73560.09,1532.50,35.92,2.39
3069,101.19800,2.53622,7.08067,0.06073,14.292,73608.05,1533.50,35.94,2.40
3070,94.95733,2.99236,7.77733,0.03781,12.209,73656.02,1534.50,35.96,2.40
3071,108.90500,0.86782,6.98567,0.18073,15.590,73704.00,1535.50,35.99,2.40
3072,132.09200,0.81456,7.20433,0.03480,18.335,73752.00,1536.50,36.01,2.40
3073,108.62500,1.37958,8.24300,0.33386,13.178,73800.02,1537.50,36.04,2.40
3074,95.35367,0.87218,7.08567,0.13111,13.457,73848.05,1538.50,36.06,2.40
3075,114.22767,6.46030,7.30400,0.06103,15.639,73896.09,1539.50,36.08,2.41
3076,91.95067,7.24808,6.94533,0.37999,13.239,73944.16,1540.50,36.11,2.41
3077,103.21367,4.08571,7.30233,0.40132,14.134,73992.23,1541.50,36.13,2.41
3078,96.94867,4.76130,6.85333,0.27366,14.146,74040.33,1542.51,36.15,2.41
3079,109.92700,1.36055,9.78567,0.98981,11.233,74088.44,1543.51,36.18,2.41
3080,84.24867,1.36661,6.69500,0.36433,12.584,74136.56,1544.51,36.20,2.41
3081,109.45300,1.26364,7.35000,0.39926,14.892,74184.70,1545.51,36.22,2.41
3082,98.80200,1.91313,7.29067,0.43422,13.552,74232.86,1546.52,36.25,2.42
3083,111.26533,1.32190,7.11433,0.29258,15.640,74281.03,1547.52,36.27,2.42
3084,92.01733,0.82410,6.89267,0.15596,13.350,74329.22,1548.53,36.29,2.42
3085,108.77833,1.50247,6.46333,0.13310,16.830,74377.42,1549.53,36.32,2.42
3086,99.24767,1.59706,7.37667,0.45062,13.454,74425.64,1550.53,36.34,2.42
3087,114.32933,3.31950,8.88967,0.15988,12.861,74473.88,1551.54,36.36,2.42
3088,98.11800,1.53809,6.47200,0.04809,15.160,74522.12,1552.54,36.39,2.43
3089,107.91133,3.33426,7.59300,0.80948,14.212,74570.39,1553.55,36.41,2.43
3090,91.73800,2.89644,7.35000,0.29229,12.481,74618.67,1554.56,36.43,2.43
3091,106.98767,1.45423,7.80967,0.68724,13.699,74666.97,1555.56,36.46,2.43
3092,86.95100,1.04399,7.10333,0.16864,12.241,74715.28,1556.57,36.48,2.43
3093,115.85467,1.75430,6.99333,0.32249,16.566,74763.61,1557.58,36.51,2.43
3094,94.24333,2.01704,7.73733,1.02001,12.180,74811.95,1558.58,36.53,2.44
3095,106.77067,1.86221,8.23533,0.68395,12.965,74860.31,1559.59,36.55,2.44
3096,85.08433,1.03159,7.05000,0.10904,12.069,74908.69,1560.60,36.58,2.44
3097,101.89300,1.84289,8.21500,0.27821,12.403,74957.08,1561.61,36.60,2.44
3098,93.94533,1.35344,7.31600,0.28913,12.841,75005.48,1562.61,36.62,2.44
3099,107.17033,1.03529,8.17533,0.82804,13.109,75053.91,1563.62,36.65,2.44
3100,92.89000,3.05762,8.58467,0.95162,10.820,75102.34,1564.63,36.67,2.44
3101,110.84567,1.86366,9.79900,1.47649,11.312,75150.80,1565.64,36.69,2.45
3102,102.86800,2.54017,7.09267,0.09001,14.503,75199.27,1566.65,36.72,2.45
3103,109.79433,4.14780,6.82333,0.24258,16.091,75247.75,1567.66,36.74,2.45
3104,109.33100,10.81115,6.82000,0.11172,16.031,75296.25,1568.67,36.77,2.45
3105,104.76067,3.53815,8.94767,0.16681,11.708,75344.77,1569.68,36.79,2.45
3106,98.67233,3.05760,7.40800,0.08929,13.320,75393.30,1570.69,36.81,2.45
3107,113.54333,4.54063,7.44800,0.24032,15.245,75441.84,1571.71,36.84,2.46
3108,90.52933,2.04739,7.01267,0.26758,12.909,75490.41,1572.72,36.86,2.46
3109,110.62267,3.81333,7.65767,0.24520,14.446,75538.98,1573.73,36.88,2.46
3110,100.07733,2.35695,7.20600,0.06289,13.888,75587.58,1574.74,36.91,2.46
3111,119.55933,2.52942,8.95533,0.21986,13.351,75636.19,1575.75,36.93,2.46
3112,99.85300,6.87189,6.76033,0.11143,14.770,75684.81,1576.77,36.96,2.46
3113,117.44367,3.49014,7.17467,0.16806,16.369,75733.45,1577.78,36.98,2.47
3114,108.98500,1.60829,7.39367,0.07494,14.740,75782.11,1578.79,37.00,2.47
3115,107.86567,4.19628,7.48767,0.19517,14.406,75830.78,1579.81,37.03,2.47
3116,93.41733,0.57849,7.17267,0.20907,13.024,75879.47,1580.82,37.05,2.47
3117,117.56500,2.55403,7.22833,0.08903,16.264,75928.17,1581.84,37.07,2.47
3118,103.44933,0.70588,7.11067,0.05000,14.548,75976.89,1582.85,37.10,2.47
3119,120.84367,2.18251,8.08833,0.68136,14.940,76025.62,1583.87,37.12,2.47
3120,107.06300,1.71233,7.64233,0.18661,14.009,76074.38,1584.88,37.15,2.48
3121,114.71433,3.71247,8.43433,0.43319,13.601,76123.14,1585.90,37.17,2.48
3122,102.74467,1.12619,8.39100,0.95468,12.245,76171.92,1586.92,37.19,2.48
3123,116.20167,1.19106,7.60300,0.17750,15.284,76220.72,1587.93,37.22,2.48
3124,93.38000,1.06358,7.21033,0.16765,12.951,76269.53,1588.95,37.24,2.48
3125,119.84900,5.27438,7.65333,0.25552,15.660,76318.36,1589.97,37.26,2.48
3126,101.94567,1.54955,7.45333,0.34124,13.678,76367.20,1590.98,37.29,2.49
3127,114.32333,3.85173,8.11367,0.42706,14.090,76416.06,1592.00,37.31,2.49
3128,98.92233,0.14919,7.57800,0.24662,13.054,76464.94,1593.02,37.34,2.49
3129,105.40533,1.50368,6.96500,0.15240,15.134,76513.83,1594.04,37.36,2.49
3130,103.43333,1.60217,8.05733,0.29097,12.837,76562.73,1595.06,37.38,2.49
3131,111.93500,1.31250,8.66200,0.64044,12.923,76611.66,1596.08,37.41,2.49
3132,95.26200,2.07352,7.80933,0.52786,12.198,76660.59,1597.10,37.43,2.50
3133,111.40067,1.20507,7.12700,0.22416,15.631,76709.55,1598.12,37.46,2.50
3134,96.84133,0.82282,7.33867,0.18753,13.196,76758.52,1599.14,37.48,2.50
3135,118.33567,1.67797,9.14867,0.08678,12.935,76807.50,1600.16,37.50,2.50
3136,103.61900,0.97706,8.09600,0.04206,12.799,76856.50,1601.18,37.53,2.50
3137,126.45767,6.40838,9.87800,0.29147,12.802,76905.52,1602.20,37.55,2.50
3138,122.82867,12.88645,8.57300,1.19571,14.327,76954.55,1603.22,37.58,2.51
3139,125.49533,6.95663,7.58200,0.16513,16.552,77003.59,1604.24,37.60,2.51
3140,94.94600,0.28292,7.41167,0.28421,12.810,77052.66,1605.26,37.62,2.51
3141,116.82933,4.39271,7.66367,0.12007,15.245,77101.73,1606.29,37.65,2.51
3142,114.20900,10.10666,8.82867,0.55076,12.936,77150.83,1607.31,37.67,2.51
3143,115.78067,2.04521,7.49400,0.29698,15.450,77199.94,1608.33,37.70,2.51
3144,100.00100,6.79910,7.92467,0.23614,12.619,77249.06,1609.36,37.72,2.51
3145,110.42433,1.23784,7.97767,0.85717,13.842,77298.20,1610.38,37.74,2.52
3146,99.54833,4.25509,7.52133,0.31154,13.235,77347.36,1611.40,37.77,2.52
3147,113.93667,5.23945,7.55367,0.68816,15.084,77396.53,1612.43,37.79,2.52
3148,90.97067,1.26560,7.40533,0.08580,12.284,77445.72,1613.45,37.82,2.52
3149,125.92833,0.57002,7.59267,0.09113,16.586,77494.92,1614.48,37.84,2.52
3150,102.70900,1.36953,8.40567,0.95222,12.219,77544.14,1615.50,37.86,2.52
3151,117.45067,3.02952,8.39933,0.68494,13.983,77593.38,1616.53,37.89,2.53
3152,103.15533,1.20315,7.33067,0.02782,14.072,77642.62,1617.55,37.91,2.53
3153,123.17200,3.93621,7.63233,0.17053,16.138,77691.89,1618.58,37.94,2.53
3154,104.65100,2.13578,8.77200,0.72251,11.930,77741.17,1619.61,37.96,2.53
3155,119.23433,1.85168,8.43900,0.56104,14.129,77790.47,1620.63,37.98,2.53
3156,110.17533,8.62528,8.62200,0.34621,12.778,77839.78,1621.66,38.01,2.53
3157,126.31900,2.75809,7.29667,0.27297,17.312,77889.11,1622.69,38.03,2.54
3158,110.76967,1.77806,8.23567,0.45303,13.450,77938.45,1623.72,38.06,2.54
3159,121.06433,0.96144,7.40633,0.21646,16.346,77987.81,1624.75,38.08,2.54
3160,98.00900,0.59910,8.22867,0.34381,11.911,78037.19,1625.77,38.10,2.54
3161,119.75633,2.74793,7.83033,0.18506,15.294,78086.58,1626.80,38.13,2.54
3162,105.52433,0.51646,7.91967,0.26441,13.324,78135.98,1627.83,38.15,2.54
3163,116.44567,7.15316,9.20000,0.63264,12.657,78185.41,1628.86,38.18,2.55
3164,92.92567,1.22301,7.83433,0.18995,11.861,78234.84,1629.89,38.20,2.55
3165,123.37967,2.23051,7.86967,0.39943,15.678,78284.30,1630.92,38.22,2.55
3166,109.86433,1.76742,7.66933,0.08255,14.325,78333.77,1631.95,38.25,2.55
3167,119.15267,4.51413,10.18067,0.71288,11.704,78383.25,1632.98,38.27,2.55
3168,108.68367,3.19503,7.26633,0.39303,14.957,78432.75,1634.02,38.30,2.55
3169,118.50233,3.11683,9.11867,1.72374,12.996,78482.27,1635.05,38.32,2.55
3170,112.52167,6.17278,9.89733,0.50960,11.369,78531.80,1636.08,38.35,2.56
3171,116.60567,4.49491,7.61000,0.34344,15.323,78581.34,1637.11,38.37,2.56
3172,95.69533,1.29146,10.31700,0.42835,9.275,78630.91,1638.14,38.39,2.56
3173,118.52100,3.26622,7.80200,0.25898,15.191,78680.48,1639.18,38.42,2.56
3174,103.06000,1.40689,7.26733,0.34849,14.181,78730.08,1640.21,38.44,2.56
3175,116.90300,5.58960,7.77667,0.18546,15.033,78779.69,1641.24,38.47,2.56
3176,102.25233,4.45833,7.78867,0.17801,13.128,78829.31,1642.28,38.49,2.57
3177,123.10867,2.97879,9.63333,0.20813,12.779,78878.95,1643.31,38.52,2.57
3178,110.14600,1.69595,8.38900,1.09118,13.130,78928.61,1644.35,38.54,2.57
3179,119.69267,3.43214,8.70967,0.05022,13.743,78978.28,1645.38,38.56,2.57
3180,99.99267,0.77451,8.24600,0.25632,12.126,79027.97,1646.42,38.59,2.57
3181,134.54900,1.18931,8.07267,0.28736,16.667,79077.67,1647.45,38.61,2.57
3182,107.54900,1.21053,7.96900,0.19317,13.496,79127.39,1648.49,38.64,2.58
3183,116.34367,1.31750,7.53300,0.07813,15.445,79177.12,1649.52,38.66,2.58
3184,106.81100,1.44092,7.37000,0.05766,14.493,79226.88,1650.56,38.68,2.58
3185,122.34167,2.03313,8.45300,0.70806,14.473,79276.64,1651.60,38.71,2.58
3186,110.87433,2.28200,7.70700,0.14686,14.386,79326.42,1652.63,38.73,2.58
3187,119.11467,1.04740,7.34100,0.19701,16.226,79376.22,1653.67,38.76,2.58
3188,100.35400,2.22147,7.57767,0.18500,13.243,79426.03,1654.71,38.78,2.59
3189,119.18300,4.36898,7.37833,0.19501,16.153,79475.86,1655.75,38.81,2.59
3190,109.68200,2.38449,8.25367,0.11329,13.289,79525.70,1656.79,38.83,2.59
3191,127.92767,1.98905,8.06633,0.75726,15.859,79575.56,1657.82,38.86,2.59
3192,103.73400,0.40780,7.57733,0.07085,13.690,79625.44,1658.86,38.88,2.59
3193,122.38433,2.68529,7.77167,0.28209,15.748,79675.33,1659.90,38.90,2.59
3194,105.08433,2.01177,7.95400,0.42257,13.212,79725.23,1660.94,38.93,2.60
3195,118.80833,2.82990,7.81433,0.26077,15.204,79775.16,1661.98,38.95,2.60
3196,92.37167,0.16254,7.78600,0.46859,11.864,79825.09,1663.02,38.98,2.60
3197,130.59533,1.47254,7.55833,0.28068,17.278,79875.05,1664.06,39.00,2.60
3198,100.75200,0.98293,7.76967,0.31650,12.967,79925.02,1665.10,39.03,2.60
3199,115.81267,3.29826,8.59233,0.85173,13.479,79975.00,1666.15,39.05,2.60
3200,127.13467,2.15064,7.76500,0.29210,16.373,80025.00,1667.19,39.07,2.60
3201,124.53567,2.26174,7.68833,0.17576,16.198,80075.02,1668.23,39.10,2.61
3202,110.23833,1.09059,7.67667,0.26285,14.360,80125.05,1669.27,39.12,2.61
3203,121.88867,2.26931,7.70033,0.04994,15.829,80175.09,1670.31,39.15,2.61
3204,101.40967,0.92420,7.42600,0.15496,13.656,80225.16,1671.36,39.17,2.61
3205,119.56100,2.74467,7.50467,0.15787,15.932,80275.23,1672.40,39.20,2.61
3206,130.89967,24.33602,7.40267,0.06956,17.683,80325.33,1673.44,39.22,2.61
3207,122.10200,4.47855,7.56400,0.76975,16.143,80375.44,1674.49,39.25,2.62
3208,102.93333,0.83371,7.69533,0.11671,13.376,80425.56,1675.53,39.27,2.62
3209,127.18533,2.44523,7.42133,0.09181,17.138,80475.70,1676.58,39.29,2.62
3210,105.91133,0.34374,7.62400,0.16575,13.892,80525.86,1677.62,39.32,2.62
3211,115.95000,1.02805,7.69033,0.08735,15.077,80576.03,1678.67,39.34,2.62
3212,97.05967,1.31701,10.19867,0.63821,9.517,80626.22,1679.71,39.37,2.62
3213,125.12400,2.49032,8.01767,0.14372,15.606,80676.42,1680.76,39.39,2.63
3214,111.24833,1.19934,7.38500,0.14276,15.064,80726.64,1681.81,39.42,2.63
3215,117.60667,0.84687,7.58133,0.08300,15.513,80776.88,1682.85,39.44,2.63
3216,111.85200,1.81965,7.58500,0.20387,14.746,80827.12,1683.90,39.47,2.63
3217,121.62067,2.11584,8.40567,0.31036,14.469,80877.39,1684.95,39.49,2.63
3218,109.55733,1.35583,7.44600,0.25346,14.714,80927.67,1685.99,39.52,2.63
3219,122.80700,2.75047,8.76733,0.64772,14.007,80977.97,1687.04,39.54,2.64
3220,101.23867,3.00685,7.93533,0.34862,12.758,81028.28,1688.09,39.56,2.64
3221,122.86100,4.20930,8.34400,0.32882,14.724,81078.61,1689.14,39.59,2.64
3222,109.38333,5.37983,10.48100,0.29636,10.436,81128.95,1690.19,39.61,2.64
3223,125.32800,3.56683,9.39700,0.11045,13.337,81179.31,1691.24,39.64,2.64
3224,106.38467,1.47702,10.31067,0.88153,10.318,81229.69,1692.29,39.66,2.64
3225,127.75267,2.04953,7.58267,0.08957,16.848,81280.08,1693.33,39.69,2.65
3226,112.98200,2.04900,7.88733,0.44030,14.324,81330.48,1694.39,39.71,2.65
3227,129.03500,1.02634,9.01267,0.08133,14.317,81380.91,1695.44,39.74,2.65
3228,110.48967,4.55104,8.29967,0.41477,13.313,81431.34,1696.49,39.76,2.65
3229,136.97567,1.39932,7.75333,0.40096,17.667,81481.80,1697.54,39.79,2.65
3230,112.06267,3.16617,7.92633,0.08167,14.138,81532.27,1698.59,39.81,2.65
3231,124.56933,2.15288,7.90067,0.41045,15.767,81582.75,1699.64,39.84,2.66
3232,107.91267,0.31743,8.66700,0.11129,12.451,81633.25,1700.69,39.86,2.66
3233,128.66167,2.83542,7.63367,0.18746,16.855,81683.77,1701.75,39.88,2.66
3234,115.37767,1.82591,7.96033,0.32527,14.494,81734.30,1702.80,39.91,2.66
3235,130.61600,1.71185,7.98233,0.13131,16.363,81784.84,1703.85,39.93,2.66
3236,102.27567,0.61827,8.04933,0.37544,12.706,81835.41,1704.90,39.96,2.66
3237,126.57867,3.51413,9.93367,0.05490,12.742,81885.98,1705.96,39.98,2.67
3238,116.55533,1.36307,7.96233,0.13504,14.638,81936.58,1707.01,40.01,2.67
3239,133.07433,1.80027,10.10400,0.17015,13.170,81987.19,1708.07,40.03,2.67
3240,104.28867,1.04867,7.76967,0.13366,13.423,82037.81,1709.12,40.06,2.67
3241,126.35167,2.96799,9.97833,0.13524,12.663,82088.45,1710.18,40.08,2.67
3242,111.50267,0.59578,7.82033,0.14166,14.258,82139.11,1711.23,40.11,2.67
3243,134.28133,1.85075,7.82967,0.34019,17.150,82189.78,1712.29,40.13,2.68
3244,104.83833,1.34919,7.36367,0.05275,14.237,82240.47,1713.34,40.16,2.68
3245,126.81167,2.26167,8.66100,0.70094,14.642,82291.17,1714.40,40.18,2.68
3246,119.63100,7.95383,8.02833,0.27900,14.901,82341.89,1715.46,40.21,2.68
3247,123.14367,2.93357,9.35167,0.54763,13.168,82392.62,1716.51,40.23,2.68
3248,115.16067,5.62310,10.02633,0.86900,11.486,82443.38,1717.57,40.26,2.68
3249,124.10767,2.06000,10.85600,1.90222,11.432,82494.14,1718.63,40.28,2.69
3250,122.60800,7.30921,8.22100,0.30382,14.914,82544.92,1719.69,40.31,2.69
3251,118.31233,2.71644,9.95600,1.08577,11.884,82595.72,1720.74,40.33,2.69
3252,103.72933,6.66041,7.97900,0.06152,13.000,82646.53,1721.80,40.35,2.69
3253,127.41333,3.19549,7.67233,0.09644,16.607,82697.36,1722.86,40.38,2.69
3254,115.85200,2.81327,8.59767,0.24155,13.475,82748.20,1723.92,40.40,2.69
3255,145.58700,6.51174,10.20067,0.04742,14.272,82799.06,1724.98,40.43,2.70
3256,116.61867,1.12219,9.49800,0.09354,12.278,82849.94,1726.04,40.45,2.70
3257,125.32000,3.59294,9.67100,1.42283,12.958,82900.83,1727.10,40.48,2.70
3258,113.94900,1.12862,8.91300,0.78431,12.785,82951.73,1728.16,40.50,2.70
3259,132.56267,1.99935,8.03400,0.41861,16.500,83002.66,1729.22,40.53,2.70
3260,106.22400,0.98199,8.13767,0.11361,13.053,83053.59,1730.28,40.55,2.70
3261,123.87033,1.53831,8.07600,0.48910,15.338,83104.55,1731.34,40.58,2.71
3262,113.83100,5.10514,7.94100,0.15163,14.335,83155.52,1732.41,40.60,2.71
3263,139.95433,10.32325,8.88200,0.41970,15.757,83206.50,1733.47,40.63,2.71
3264,125.74333,4.06276,9.21967,0.94447,13.639,83257.50,1734.53,40.65,2.71
3265,131.81967,2.90151,9.75700,0.19433,13.510,83308.52,1735.59,40.68,2.71
3266,118.97900,2.28891,11.02600,0.34412,10.791,83359.55,1736.66,40.70,2.71
3267,136.27500,3.79229,8.77367,0.28328,15.532,83410.59,1737.72,40.73,2.72
3268,107.35233,0.86872,8.58600,0.56343,12.503,83461.66,1738.78,40.75,2.72
3269,127.15033,2.74306,8.44733,0.45464,15.052,83512.73,1739.85,40.78,2.72
3270,119.13567,0.47215,8.24767,0.32033,14.445,83563.83,1740.91,40.80,2.72
3271,129.63433,4.51801,8.62933,0.22551,15.023,83614.94,1741.98,40.83,2.72
3272,102.83133,0.82443,8.22667,0.37537,12.500,83666.06,1743.04,40.85,2.72
3273,138.69500,2.18493,10.10733,0.49156,13.722,83717.20,1744.11,40.88,2.73
3274,119.77400,1.08664,8.14967,0.24670,14.697,83768.36,1745.17,40.90,2.73
3275,130.23467,5.73593,8.25200,0.27481,15.782,83819.53,1746.24,40.93,2.73
3276,111.42800,4.05407,7.96333,0.23743,13.993,83870.72,1747.31,40.95,2.73
3277,130.77700,3.97366,8.61467,0.60437,15.181,83921.92,1748.37,40.98,2.73
3278,115.96233,0.55540,8.31467,0.24322,13.947,83973.14,1749.44,41.00,2.73
3279,133.34000,5.04617,8.38667,0.38797,15.899,84024.38,1750.51,41.03,2.74
3280,118.58000,2.45059,8.84800,0.27659,13.402,84075.62,1751.58,41.05,2.74
3281,135.22600,1.99382,9.02967,0.61194,14.976,84126.89,1752.64,41.08,2.74
3282,111.24933,6.43242,7.81233,0.19795,14.240,84178.17,1753.71,41.10,2.74
3283,137.17967,1.33687,9.66267,0.13001,14.197,84229.47,1754.78,41.13,2.74
3284,105.08700,1.87840,7.71567,0.23184,13.620,84280.78,1755.85,41.15,2.74
3285,137.21067,1.92709,7.96600,0.25284,17.225,84332.11,1756.92,41.18,2.75
3286,117.28967,2.41409,8.54333,0.37194,13.729,84383.45,1757.99,41.20,2.75
3287,135.24267,7.87522,9.30233,0.31134,14.539,84434.81,1759.06,41.23,2.75
3288,118.58900,4.81228,7.67433,0.17505,15.453,84486.19,1760.13,41.25,2.75
3289,131.79733,5.34276,11.07333,1.03017,11.902,84537.58,1761.20,41.28,2.75
3290,118.97400,2.81946,9.80467,0.55067,12.134,84588.98,1762.27,41.30,2.75
3291,128.22100,2.07205,8.07367,0.13297,15.881,84640.41,1763.34,41.33,2.76
3292,103.60800,1.34800,7.96767,0.07315,13.004,84691.84,1764.41,41.35,2.76
3293,128.27467,2.32945,8.08933,0.11762,15.857,84743.30,1765.49,41.38,2.76
3294,119.00067,1.56046,7.94633,0.19422,14.976,84794.77,1766.56,41.40,2.76
3295,142.35533,3.61658,10.28933,0.55666,13.835,84846.25,1767.63,41.43,2.76
3296,131.66800,3.52371,7.86700,0.36724,16.737,84897.75,1768.70,41.45,2.76
3297,135.84400,2.70046,8.12500,0.35901,16.719,84949.27,1769.78,41.48,2.77
3298,122.62200,0.57901,8.28400,0.63132,14.802,85000.80,1770.85,41.50,2.77
3299,133.93800,0.88977,7.86100,0.12331,17.038,85052.34,1771.92,41.53,2.77
3300,114.72000,3.70376,14.26167,0.74927,8.044,85103.91,1773.00,41.55,2.77
3301,133.94300,6.39609,7.99900,0.26913,16.745,85155.48,1774.07,41.58,2.77
3302,108.77033,0.09463,10.10233,0.15137,10.767,85207.08,1775.15,41.61,2.77
3303,120.74900,1.67242,11.20667,0.99995,10.775,85258.69,1776.22,41.63,2.78
3304,116.78333,0.82944,10.19267,0.57443,11.458,85310.31,1777.30,41.66,2.78
3305,132.21200,1.57349,9.61067,0.70253,13.757,85361.95,1778.37,41.68,2.78
3306,111.00067,2.02511,10.30933,0.18771,10.767,85413.61,1779.45,41.71,2.78
3307,134.36000,2.30453,10.20733,0.44618,13.163,85465.28,1780.53,41.73,2.78
3308,119.20233,3.89693,11.01633,1.24569,10.821,85516.97,1781.60,41.76,2.78
3309,136.15433,5.79023,11.86233,0.22285,11.478,85568.67,1782.68,41.78,2.79
3310,131.74400,16.05354,12.50667,1.38452,10.534,85620.39,1783.76,41.81,2.79
3311,140.45000,2.43424,10.03067,0.28268,14.002,85672.12,1784.84,41.83,2.79
3312,164.48467,34.88304,19.34300,2.62273,8.504,85723.88,1785.91,41.86,2.79
3313,161.69833,27.00182,14.36600,1.55878,11.256,85775.64,1786.99,41.88,2.79
3314,118.73600,1.39275,11.15833,0.51050,10.641,85827.42,1788.07,41.91,2.79
3315,131.96133,7.31373,9.40500,1.61402,14.031,85879.22,1789.15,41.93,2.80
3316,156.54633,22.32855,12.68733,1.49458,12.339,85931.03,1790.23,41.96,2.80
3317,137.19233,6.53757,8.29200,0.39611,16.545,85982.86,1791.31,41.98,2.80
3318,122.78867,2.59571,8.66400,0.17965,14.172,86034.70,1792.39,42.01,2.80
3319,128.56067,4.12007,9.24700,0.21163,13.903,86086.56,1793.47,42.03,2.80
3320,118.82633,0.65004,8.52333,0.63023,13.941,86138.44,1794.55,42.06,2.80
3321,138.80033,6.86327,8.36867,0.22361,16.586,86190.33,1795.63,42.09,2.81
3322,121.23067,3.23079,8.53833,0.28143,14.198,86242.23,1796.71,42.11,2.81
3323,123.59700,0.78006,9.16100,1.15279,13.492,86294.16,1797.79,42.14,2.81
3324,107.60533,1.44954,8.07533,0.08397,13.325,86346.09,1798.88,42.16,2.81
3325,131.90733,0.90602,7.96833,0.01960,16.554,86398.05,1799.96,42.19,2.81
3326,123.93733,2.73469,8.22867,0.30504,15.062,86450.02,1801.04,42.21,2.81
3327,135.40533,2.90055,8.05467,0.19062,16.811,86502.00,1802.12,42.24,2.82
3328,141.21733,2.17202,8.19733,0.30187,17.227,86554.00,1803.21,42.26,2.82
3329,141.56733,3.10045,8.89400,0.76721,15.917,86606.02,1804.29,42.29,2.82
3330,128.12967,1.42648,7.90333,0.12584,16.212,86658.05,1805.38,42.31,2.82
3331,127.89267,0.28457,10.71667,1.83219,11.934,86710.09,1806.46,42.34,2.82
3332,114.89767,0.89392,9.25600,0.49239,12.413,86762.16,1807.54,42.36,2.82
